index|itemID|simulationPrice|promotion|promotion_train|promotion_test|predicted_promotion
182|183|17.74||[]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10)]|2018-06-06
182|183|17.74||[]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10)]|2018-06-10
183|184|28.9||[]|[]|
184|185|46.9||[datetime.date(2018, 4, 10)]|[]|2018-04-10
185|186|12.95||[datetime.date(2018, 5, 3)]|[]|2018-05-03
186|187|8.29||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-02
186|187|8.29||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-06
186|187|8.29||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-12
186|187|8.29||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-13
187|188|69.16||[]|[datetime.date(2018, 6, 15)]|2018-06-15
188|189|15.42||[datetime.date(2018, 5, 6)]|[datetime.date(2018, 6, 10)]|2018-05-06
188|189|15.42||[datetime.date(2018, 5, 6)]|[datetime.date(2018, 6, 10)]|2018-06-10
189|190|6.89||[datetime.date(2018, 4, 5)]|[]|2018-04-05
190|191|14.87||[datetime.date(2018, 4, 17)]|[]|2018-04-17
191|192|44.41||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 2)]|2018-05-01
191|192|44.41||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 2)]|2018-06-02
192|193|2.97||[]|[]|
193|194|11.4||[datetime.date(2018, 4, 17)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11)]|2018-04-17
193|194|11.4||[datetime.date(2018, 4, 17)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11)]|2018-06-06
193|194|11.4||[datetime.date(2018, 4, 17)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11)]|2018-06-09
193|194|11.4||[datetime.date(2018, 4, 17)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11)]|2018-06-10
193|194|11.4||[datetime.date(2018, 4, 17)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11)]|2018-06-11
194|195|14.95||[datetime.date(2018, 4, 17)]|[datetime.date(2018, 6, 8)]|2018-04-17
194|195|14.95||[datetime.date(2018, 4, 17)]|[datetime.date(2018, 6, 8)]|2018-06-08
195|196|68.77||[]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 12)]|2018-06-06
195|196|68.77||[]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 12)]|2018-06-12
196|197|179.95||[]|[datetime.date(2018, 6, 13)]|2018-06-13
197|198|222.33||[]|[]|
198|199|37.3||[]|[]|
199|200|16.01||[]|[]|
200|201|19.56|2018-07-13|[datetime.date(2018, 1, 1)]|[]|2018-01-01
201|202|36.63||[datetime.date(2018, 1, 1), datetime.date(2018, 3, 2)]|[]|2018-01-01
201|202|36.63||[datetime.date(2018, 1, 1), datetime.date(2018, 3, 2)]|[]|2018-03-02
202|203|6.47||[datetime.date(2018, 2, 13)]|[datetime.date(2018, 6, 3)]|2018-02-13
202|203|6.47||[datetime.date(2018, 2, 13)]|[datetime.date(2018, 6, 3)]|2018-06-03
203|204|150.4|2018-07-13|[]|[]|
204|205|31.24||[]|[datetime.date(2018, 6, 11)]|2018-06-11
205|206|7.06||[datetime.date(2018, 1, 7), datetime.date(2018, 4, 17), datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-01-07
205|206|7.06||[datetime.date(2018, 1, 7), datetime.date(2018, 4, 17), datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-04-17
205|206|7.06||[datetime.date(2018, 1, 7), datetime.date(2018, 4, 17), datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-05-25
205|206|7.06||[datetime.date(2018, 1, 7), datetime.date(2018, 4, 17), datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-06-13
205|206|7.06||[datetime.date(2018, 1, 7), datetime.date(2018, 4, 17), datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-06-14
206|207|31.44||[]|[]|
207|208|13.35||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 8)]|2018-06-04
207|208|13.35||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 8)]|2018-06-08
208|209|5.11||[datetime.date(2018, 1, 18)]|[datetime.date(2018, 6, 13)]|2018-01-18
208|209|5.11||[datetime.date(2018, 1, 18)]|[datetime.date(2018, 6, 13)]|2018-06-13
209|210|32.5|2018-07-13|[datetime.date(2018, 1, 1)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 13)]|2018-01-01
209|210|32.5|2018-07-13|[datetime.date(2018, 1, 1)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 13)]|2018-06-06
209|210|32.5|2018-07-13|[datetime.date(2018, 1, 1)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 13)]|2018-06-10
209|210|32.5|2018-07-13|[datetime.date(2018, 1, 1)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 13)]|2018-06-13
210|211|1395.3|2018-07-05|[]|[]|
211|212|30.27||[datetime.date(2018, 2, 26)]|[]|2018-02-26
212|213|20.12||[]|[]|
213|214|3.39||[]|[]|
214|215|31.77||[]|[]|
215|216|41.97||[]|[]|
216|217|6.89||[]|[]|
217|218|15.45||[datetime.date(2018, 1, 9)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-01-09
217|218|15.45||[datetime.date(2018, 1, 9)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-02
217|218|15.45||[datetime.date(2018, 1, 9)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-06
217|218|15.45||[datetime.date(2018, 1, 9)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-10
217|218|15.45||[datetime.date(2018, 1, 9)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-11
217|218|15.45||[datetime.date(2018, 1, 9)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-13
217|218|15.45||[datetime.date(2018, 1, 9)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-15
218|219|29.95||[datetime.date(2018, 5, 16)]|[]|2018-05-16
219|220|9.3|2018-07-01|[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 7), datetime.date(2018, 6, 14)]|2018-06-02
219|220|9.3|2018-07-01|[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 7), datetime.date(2018, 6, 14)]|2018-06-07
219|220|9.3|2018-07-01|[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 7), datetime.date(2018, 6, 14)]|2018-06-14
220|221|45.05|2018-07-13|[]|[]|
221|222|6.12||[datetime.date(2018, 1, 1), datetime.date(2018, 2, 17)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 14)]|2018-01-01
221|222|6.12||[datetime.date(2018, 1, 1), datetime.date(2018, 2, 17)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 14)]|2018-02-17
221|222|6.12||[datetime.date(2018, 1, 1), datetime.date(2018, 2, 17)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 14)]|2018-06-08
221|222|6.12||[datetime.date(2018, 1, 1), datetime.date(2018, 2, 17)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 14)]|2018-06-14
222|223|47.65||[]|[]|
223|224|57.5||[]|[]|
224|225|31.35||[]|[datetime.date(2018, 6, 15)]|2018-06-15
225|226|27.54||[]|[]|
226|227|12.4||[]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 13)]|2018-06-08
226|227|12.4||[]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 13)]|2018-06-13
227|228|66.97||[datetime.date(2018, 3, 15)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 8), datetime.date(2018, 6, 13)]|2018-03-15
227|228|66.97||[datetime.date(2018, 3, 15)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 8), datetime.date(2018, 6, 13)]|2018-06-02
227|228|66.97||[datetime.date(2018, 3, 15)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 8), datetime.date(2018, 6, 13)]|2018-06-08
227|228|66.97||[datetime.date(2018, 3, 15)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 8), datetime.date(2018, 6, 13)]|2018-06-13
228|229|1549.9||[]|[]|
229|230|17.38||[datetime.date(2018, 3, 15)]|[]|2018-03-15
230|231|216.05||[]|[]|
231|232|38.88||[]|[datetime.date(2018, 6, 4)]|2018-06-04
232|233|32.23||[datetime.date(2018, 5, 16)]|[]|2018-05-16
233|234|10.76||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-05-01
233|234|10.76||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-05
233|234|10.76||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-06
233|234|10.76||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-12
233|234|10.76||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-13
234|235|27.77||[datetime.date(2018, 1, 4), datetime.date(2018, 5, 1)]|[]|2018-01-04
234|235|27.77||[datetime.date(2018, 1, 4), datetime.date(2018, 5, 1)]|[]|2018-05-01
235|236|22.85||[datetime.date(2018, 3, 2)]|[]|2018-03-02
236|237|5.72||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 12)]|2018-06-04
236|237|5.72||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 12)]|2018-06-12
237|238|47.03||[datetime.date(2018, 3, 12)]|[]|2018-03-12
238|239|23.29||[]|[datetime.date(2018, 6, 5)]|2018-06-05
239|240|40.14||[]|[]|
240|241|69.56||[datetime.date(2018, 5, 16)]|[]|2018-05-16
241|242|5.22||[]|[]|
242|243|861.34||[datetime.date(2018, 2, 21)]|[]|2018-02-21
243|244|118.38||[]|[]|
244|245|2310.85||[]|[]|
245|246|675.32||[]|[]|
246|247|64.81||[]|[]|
247|248|70.95||[]|[]|
248|249|11.47||[]|[]|
249|250|224.59||[]|[]|
250|251|154.41||[datetime.date(2018, 3, 9)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4)]|2018-03-09
250|251|154.41||[datetime.date(2018, 3, 9)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4)]|2018-06-03
250|251|154.41||[datetime.date(2018, 3, 9)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4)]|2018-06-04
251|252|14.45||[datetime.date(2018, 5, 16)]|[]|2018-05-16
252|253|23.87||[]|[datetime.date(2018, 6, 3)]|2018-06-03
253|254|70.76||[]|[datetime.date(2018, 6, 9)]|2018-06-09
254|255|304.88||[]|[]|
255|256|678.65||[]|[]|
256|257|6.79||[datetime.date(2018, 1, 14), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 14)]|2018-01-14
256|257|6.79||[datetime.date(2018, 1, 14), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 14)]|2018-02-01
256|257|6.79||[datetime.date(2018, 1, 14), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 14)]|2018-06-04
256|257|6.79||[datetime.date(2018, 1, 14), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 14)]|2018-06-05
256|257|6.79||[datetime.date(2018, 1, 14), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 14)]|2018-06-06
256|257|6.79||[datetime.date(2018, 1, 14), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 14)]|2018-06-08
256|257|6.79||[datetime.date(2018, 1, 14), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 14)]|2018-06-14
257|258|79.68|2018-07-08|[datetime.date(2018, 1, 14)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 7), datetime.date(2018, 6, 10)]|2018-01-14
257|258|79.68|2018-07-08|[datetime.date(2018, 1, 14)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 7), datetime.date(2018, 6, 10)]|2018-06-04
257|258|79.68|2018-07-08|[datetime.date(2018, 1, 14)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 7), datetime.date(2018, 6, 10)]|2018-06-05
257|258|79.68|2018-07-08|[datetime.date(2018, 1, 14)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 7), datetime.date(2018, 6, 10)]|2018-06-07
257|258|79.68|2018-07-08|[datetime.date(2018, 1, 14)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 7), datetime.date(2018, 6, 10)]|2018-06-10
258|259|24.68||[datetime.date(2018, 1, 17)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6)]|2018-01-17
258|259|24.68||[datetime.date(2018, 1, 17)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6)]|2018-06-02
258|259|24.68||[datetime.date(2018, 1, 17)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6)]|2018-06-06
259|260|25.31||[]|[datetime.date(2018, 6, 2)]|2018-06-02
260|261|39.44||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-02
260|261|39.44||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-07
260|261|39.44||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-08
261|262|17.25||[]|[datetime.date(2018, 6, 13)]|2018-06-13
262|263|21.47||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 6)]|2018-06-02
262|263|21.47||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 6)]|2018-06-03
262|263|21.47||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 6)]|2018-06-06
263|264|37.15||[]|[datetime.date(2018, 6, 2)]|2018-06-02
264|265|259.12||[]|[]|
265|266|931.44||[]|[]|
266|267|2035.18||[]|[]|
267|268|460.26|2018-07-05|[]|[]|
268|269|21.55||[]|[]|
269|270|30.42||[datetime.date(2018, 4, 30)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 11)]|2018-04-30
269|270|30.42||[datetime.date(2018, 4, 30)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 11)]|2018-06-02
269|270|30.42||[datetime.date(2018, 4, 30)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 11)]|2018-06-06
269|270|30.42||[datetime.date(2018, 4, 30)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 6), datetime.date(2018, 6, 11)]|2018-06-11
270|271|20.89||[]|[datetime.date(2018, 6, 5)]|2018-06-05
271|272|26.5||[]|[]|
272|273|15.89||[datetime.date(2018, 1, 3), datetime.date(2018, 1, 4), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 14)]|2018-01-03
272|273|15.89||[datetime.date(2018, 1, 3), datetime.date(2018, 1, 4), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 14)]|2018-01-04
272|273|15.89||[datetime.date(2018, 1, 3), datetime.date(2018, 1, 4), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 14)]|2018-02-01
272|273|15.89||[datetime.date(2018, 1, 3), datetime.date(2018, 1, 4), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 14)]|2018-06-14
273|274|53.08|2018-07-11|[datetime.date(2018, 1, 3), datetime.date(2018, 1, 4), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 4)]|2018-01-03
273|274|53.08|2018-07-11|[datetime.date(2018, 1, 3), datetime.date(2018, 1, 4), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 4)]|2018-01-04
273|274|53.08|2018-07-11|[datetime.date(2018, 1, 3), datetime.date(2018, 1, 4), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 4)]|2018-02-01
273|274|53.08|2018-07-11|[datetime.date(2018, 1, 3), datetime.date(2018, 1, 4), datetime.date(2018, 2, 1)]|[datetime.date(2018, 6, 4)]|2018-06-04
274|275|14.3||[datetime.date(2018, 1, 3), datetime.date(2018, 2, 1), datetime.date(2018, 3, 11)]|[]|2018-01-03
274|275|14.3||[datetime.date(2018, 1, 3), datetime.date(2018, 2, 1), datetime.date(2018, 3, 11)]|[]|2018-02-01
274|275|14.3||[datetime.date(2018, 1, 3), datetime.date(2018, 2, 1), datetime.date(2018, 3, 11)]|[]|2018-03-11
275|276|8813.07||[]|[]|
276|277|178.01||[]|[]|
277|278|18.19||[datetime.date(2018, 3, 15)]|[]|2018-03-15
278|279|17.41||[datetime.date(2018, 2, 19)]|[datetime.date(2018, 6, 10), datetime.date(2018, 6, 15)]|2018-02-19
278|279|17.41||[datetime.date(2018, 2, 19)]|[datetime.date(2018, 6, 10), datetime.date(2018, 6, 15)]|2018-06-10
278|279|17.41||[datetime.date(2018, 2, 19)]|[datetime.date(2018, 6, 10), datetime.date(2018, 6, 15)]|2018-06-15
279|280|10.58||[]|[]|
280|281|5.23||[datetime.date(2018, 1, 29)]|[]|2018-01-29
281|282|5.22||[datetime.date(2018, 1, 29)]|[datetime.date(2018, 6, 7)]|2018-01-29
281|282|5.22||[datetime.date(2018, 1, 29)]|[datetime.date(2018, 6, 7)]|2018-06-07
282|283|42.67|2018-07-13|[datetime.date(2018, 4, 23)]|[]|2018-04-23
283|284|34.32||[]|[datetime.date(2018, 6, 3)]|2018-06-03
284|285|34.49|2018-07-09|[]|[]|
285|286|4.9||[]|[datetime.date(2018, 6, 10)]|2018-06-10
286|287|11.34||[]|[datetime.date(2018, 6, 7)]|2018-06-07
287|288|6.85||[]|[datetime.date(2018, 6, 6)]|2018-06-06
288|289|41.52||[]|[]|
289|290|53.88||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 15)]|2018-05-01
289|290|53.88||[datetime.date(2018, 5, 1)]|[datetime.date(2018, 6, 15)]|2018-06-15
290|291|6.28||[]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 15)]|2018-06-05
290|291|6.28||[]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 15)]|2018-06-15
291|292|39.86||[]|[]|
292|293|62.03||[]|[datetime.date(2018, 6, 5)]|2018-06-05
293|294|15.91|2018-07-01|[datetime.date(2018, 5, 1)]|[]|2018-05-01
294|295|37.79||[datetime.date(2018, 4, 23)]|[datetime.date(2018, 6, 9)]|2018-04-23
294|295|37.79||[datetime.date(2018, 4, 23)]|[datetime.date(2018, 6, 9)]|2018-06-09
295|296|41.79||[datetime.date(2018, 4, 23)]|[]|2018-04-23
296|297|43.53||[datetime.date(2018, 4, 23)]|[]|2018-04-23
297|298|66.28||[]|[]|
298|299|56.49||[]|[]|
299|300|39.33||[]|[]|
300|301|66.48||[]|[datetime.date(2018, 6, 7)]|2018-06-07
301|302|24.37||[datetime.date(2018, 1, 4)]|[]|2018-01-04
302|303|49.12|2018-07-13|[datetime.date(2018, 3, 15)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-03-15
302|303|49.12|2018-07-13|[datetime.date(2018, 3, 15)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-09
302|303|49.12|2018-07-13|[datetime.date(2018, 3, 15)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-10
303|304|14.0||[datetime.date(2018, 1, 18)]|[]|2018-01-18
304|305|70.0||[]|[datetime.date(2018, 6, 8)]|2018-06-08
305|306|177.77||[]|[]|
306|307|5.38||[]|[]|
307|308|12.65||[]|[datetime.date(2018, 6, 4)]|2018-06-04
308|309|80.42||[datetime.date(2018, 1, 7), datetime.date(2018, 4, 8)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6)]|2018-01-07
308|309|80.42||[datetime.date(2018, 1, 7), datetime.date(2018, 4, 8)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6)]|2018-04-08
308|309|80.42||[datetime.date(2018, 1, 7), datetime.date(2018, 4, 8)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6)]|2018-06-05
308|309|80.42||[datetime.date(2018, 1, 7), datetime.date(2018, 4, 8)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6)]|2018-06-06
309|310|135.98|2018-07-06|[]|[datetime.date(2018, 6, 2)]|2018-06-02
310|311|162.57||[]|[]|
311|312|142.92||[]|[]|
312|313|100.7||[]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-06-08
312|313|100.7||[]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-06-09
313|314|681.4||[]|[]|
314|315|4.66||[datetime.date(2018, 3, 2)]|[]|2018-03-02
315|316|23.98||[]|[]|
316|317|333.37||[]|[datetime.date(2018, 6, 11)]|2018-06-11
317|318|58.7||[datetime.date(2018, 1, 24), datetime.date(2018, 3, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 13)]|2018-01-24
317|318|58.7||[datetime.date(2018, 1, 24), datetime.date(2018, 3, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 13)]|2018-03-20
317|318|58.7||[datetime.date(2018, 1, 24), datetime.date(2018, 3, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 13)]|2018-06-02
317|318|58.7||[datetime.date(2018, 1, 24), datetime.date(2018, 3, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 13)]|2018-06-05
317|318|58.7||[datetime.date(2018, 1, 24), datetime.date(2018, 3, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 13)]|2018-06-06
317|318|58.7||[datetime.date(2018, 1, 24), datetime.date(2018, 3, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 13)]|2018-06-08
317|318|58.7||[datetime.date(2018, 1, 24), datetime.date(2018, 3, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 13)]|2018-06-13
318|319|73.25||[]|[]|
319|320|694.8|2018-07-06|[datetime.date(2018, 2, 9), datetime.date(2018, 3, 21), datetime.date(2018, 5, 16)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-02-09
319|320|694.8|2018-07-06|[datetime.date(2018, 2, 9), datetime.date(2018, 3, 21), datetime.date(2018, 5, 16)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-03-21
